altitude,temperature,pressure,density,speed_of_sound,viscosity
[m],[Kelvin],[pascal],[kg/m3],[m/s],[Pa.s]
3915,262.702,62326.1,0.826502,324.921,1.68E-05
3916,262.696,62318,0.826415,324.917,1.68E-05
3917,262.689,62309.9,0.826328,324.913,1.68E-05
3918,262.683,62301.8,0.826241,324.908,1.68E-05
3919,262.676,62293.7,0.826154,324.904,1.68E-05
3920,262.67,62285.6,0.826067,324.9,1.68E-05
3921,262.663,62277.5,0.82598,324.896,1.68E-05
3922,262.657,62269.4,0.825893,324.892,1.68E-05
3923,262.65,62261.3,0.825806,324.888,1.68E-05
3924,262.644,62253.2,0.825719,324.884,1.68E-05
3925,262.637,62245.1,0.825632,324.88,1.68E-05
3926,262.631,62237,0.825545,324.876,1.68E-05
3927,262.624,62228.9,0.825458,324.872,1.68E-05
3928,262.618,62220.8,0.825371,324.868,1.68E-05
3929,262.611,62212.7,0.825284,324.864,1.68E-05
3930,262.605,62204.6,0.825197,324.86,1.68E-05
3931,262.599,62196.5,0.82511,324.856,1.68E-05
3932,262.592,62188.4,0.825023,324.852,1.68E-05
3933,262.585,62180.3,0.824936,324.848,1.68E-05
3934,262.579,62172.3,0.82485,324.844,1.68E-05
3935,262.572,62164.2,0.824763,324.84,0.000016816
3936,262.566,62156.1,0.824676,324.836,1.68E-05
3937,262.559,62148,0.824589,324.832,1.68E-05
3938,262.553,62139.9,0.824502,324.828,0.000016815
3939,262.546,62131.8,0.824415,324.824,1.68E-05
3940,262.54,62123.7,0.824328,324.82,1.68E-05
3941,262.534,62115.7,0.824241,324.816,0.000016814
3942,262.527,62107.6,0.824155,324.812,1.68E-05
3943,262.52,62099.5,0.824068,324.808,1.68E-05
3944,262.514,62091.4,0.823981,324.804,0.000016813
3945,262.507,62083.3,0.823894,324.8,1.68E-05
3946,262.501,62075.3,0.823807,324.796,1.68E-05
3947,262.494,62067.2,0.82372,324.792,0.000016812
3948,262.488,62059.1,0.823634,324.788,1.68E-05
3949,262.481,62051,0.823547,324.784,1.68E-05
3950,262.475,62042.9,0.82346,324.78,0.000016811
3951,262.468,62034.9,0.823373,324.776,1.68E-05
3952,262.462,62026.8,0.823286,324.772,1.68E-05
3953,262.455,62018.7,0.8232,324.768,1.68E-05
3954,262.449,62010.6,0.823113,324.764,1.68E-05
3955,262.442,62002.6,0.823026,324.76,1.68E-05
3956,262.436,61994.5,0.822939,324.756,1.68E-05
3957,262.429,61986.4,0.822853,324.752,1.68E-05
3958,262.423,61978.4,0.822766,324.748,1.68E-05
3959,262.416,61970.3,0.822679,324.744,1.68E-05
3960,262.41,61962.2,0.822593,324.74,1.68E-05
3961,262.404,61954.2,0.822506,324.736,1.68E-05
3962,262.397,61946.1,0.822419,324.732,1.68E-05
3963,262.39,61938,0.822332,324.728,1.68E-05
3964,262.384,61930,0.822246,324.724,1.68E-05
3965,262.377,61921.9,0.822159,324.719,1.68E-05
3966,262.371,61913.8,0.822072,324.715,1.68E-05
3967,262.364,61905.8,0.821986,324.711,1.68E-05
3968,262.358,61897.7,0.821899,324.707,1.68E-05
3969,262.351,61889.7,0.821812,324.703,1.68E-05
3970,262.345,61881.6,0.821726,324.699,1.68E-05
3971,262.338,61873.5,0.821639,324.695,1.68E-05
3972,262.332,61865.5,0.821552,324.691,1.68E-05
3973,262.325,61857.4,0.821466,324.687,1.68E-05
3974,262.319,61849.4,0.821379,324.683,1.68E-05
3975,262.313,61841.3,0.821293,324.679,1.68E-05
3976,262.306,61833.3,0.821206,324.675,1.68E-05
3977,262.299,61825.2,0.821119,324.671,1.68E-05
3978,262.293,61817.2,0.821033,324.667,1.68E-05
3979,262.286,61809.1,0.820946,324.663,1.68E-05
3980,262.28,61801.1,0.82086,324.659,1.68E-05
3981,262.273,61793,0.820773,324.655,1.68E-05
3982,262.267,61785,0.820686,324.651,1.68E-05
3983,262.26,61776.9,0.8206,324.647,1.68E-05
3984,262.254,61768.9,0.820513,324.643,1.68E-05
3985,262.248,61760.8,0.820427,324.639,1.68E-05
3986,262.241,61752.8,0.82034,324.635,1.68E-05
3987,262.234,61744.7,0.820254,324.631,1.68E-05
3988,262.228,61736.7,0.820167,324.627,1.68E-05
3989,262.221,61728.6,0.820081,324.623,1.68E-05
3990,262.215,61720.6,0.819994,324.619,1.68E-05
3991,262.208,61712.6,0.819908,324.615,1.68E-05
3992,262.202,61704.5,0.819821,324.611,1.68E-05
3993,262.195,61696.5,0.819735,324.607,1.68E-05
3994,262.189,61688.4,0.819648,324.603,1.68E-05
3995,262.183,61680.4,0.819562,324.599,1.68E-05
3996,262.176,61672.4,0.819475,324.595,1.68E-05
3997,262.169,61664.3,0.819389,324.591,0.000016795
3998,262.163,61656.3,0.819302,324.587,1.68E-05
3999,262.156,61648.3,0.819216,324.583,1.68E-05
4000,262.15,61640.2,0.819129,324.579,0.000016794
4001,262.143,61632.2,0.819043,324.575,1.68E-05
4002,262.137,61624.2,0.818957,324.571,1.68E-05
4003,262.13,61616.1,0.81887,324.567,0.000016793
4004,262.124,61608.1,0.818784,324.563,1.68E-05
4005,262.117,61600.1,0.818697,324.559,1.68E-05
4006,262.111,61592.1,0.818611,324.555,0.000016792
4007,262.104,61584,0.818525,324.551,1.68E-05
4008,262.098,61576,0.818438,324.546,1.68E-05
4009,262.091,61568,0.818352,324.542,0.000016791
4010,262.085,61559.9,0.818265,324.538,1.68E-05
4011,262.078,61551.9,0.818179,324.534,1.68E-05
4012,262.072,61543.9,0.818093,324.53,1.68E-05
4013,262.065,61535.9,0.818006,324.526,1.68E-05
4014,262.059,61527.9,0.81792,324.522,1.68E-05
4015,262.052,61519.8,0.817834,324.518,1.68E-05
4016,262.046,61511.8,0.817747,324.514,1.68E-05
4017,262.039,61503.8,0.817661,324.51,1.68E-05
4018,262.033,61495.8,0.817575,324.506,1.68E-05
4019,262.026,61487.8,0.817488,324.502,1.68E-05
4020,262.02,61479.7,0.817402,324.498,1.68E-05
4021,262.013,61471.7,0.817316,324.494,1.68E-05
4022,262.007,61463.7,0.817229,324.49,1.68E-05
4023,262,61455.7,0.817143,324.486,1.68E-05
4024,261.994,61447.7,0.817057,324.482,1.68E-05
4025,261.987,61439.7,0.816971,324.478,1.68E-05
4026,261.981,61431.7,0.816884,324.474,1.68E-05
4027,261.974,61423.7,0.816798,324.47,1.68E-05
4028,261.968,61415.6,0.816712,324.466,1.68E-05
4029,261.962,61407.6,0.816626,324.462,1.68E-05
4030,261.955,61399.6,0.816539,324.458,1.68E-05
4031,261.948,61391.6,0.816453,324.454,1.68E-05
4032,261.942,61383.6,0.816367,324.45,1.68E-05
4033,261.935,61375.6,0.816281,324.446,1.68E-05
4034,261.929,61367.6,0.816195,324.442,1.68E-05
4035,261.922,61359.6,0.816108,324.438,1.68E-05
4036,261.916,61351.6,0.816022,324.434,1.68E-05
4037,261.909,61343.6,0.815936,324.43,1.68E-05
4038,261.903,61335.6,0.81585,324.426,1.68E-05
4039,261.897,61327.6,0.815764,324.422,1.68E-05
4040,261.89,61319.6,0.815677,324.418,1.68E-05
4041,261.883,61311.6,0.815591,324.414,1.68E-05
4042,261.877,61303.6,0.815505,324.41,1.68E-05
4043,261.87,61295.6,0.815419,324.406,1.68E-05
4044,261.864,61287.6,0.815333,324.402,1.68E-05
4045,261.857,61279.6,0.815247,324.398,1.68E-05
4046,261.851,61271.6,0.815161,324.394,1.68E-05
4047,261.844,61263.6,0.815075,324.39,1.68E-05
4048,261.838,61255.6,0.814988,324.385,1.68E-05
4049,261.832,61247.6,0.814902,324.381,1.68E-05
4050,261.825,61239.6,0.814816,324.377,1.68E-05
4051,261.818,61231.7,0.81473,324.373,1.68E-05
4052,261.812,61223.7,0.814644,324.369,1.68E-05
4053,261.805,61215.7,0.814558,324.365,0.000016776
4054,261.799,61207.7,0.814472,324.361,1.68E-05
4055,261.792,61199.7,0.814386,324.357,1.68E-05
4056,261.786,61191.7,0.8143,324.353,0.000016775
4057,261.779,61183.7,0.814214,324.349,1.68E-05
4058,261.773,61175.8,0.814128,324.345,1.68E-05
4059,261.766,61167.8,0.814042,324.341,0.000016774
4060,261.76,61159.8,0.813956,324.337,1.68E-05
4061,261.753,61151.8,0.81387,324.333,1.68E-05
4062,261.747,61143.8,0.813784,324.329,0.000016773
4063,261.74,61135.8,0.813698,324.325,1.68E-05
4064,261.734,61127.9,0.813612,324.321,1.68E-05
4065,261.727,61119.9,0.813526,324.317,0.000016772
4066,261.721,61111.9,0.81344,324.313,1.68E-05
4067,261.714,61103.9,0.813354,324.309,1.68E-05
4068,261.708,61096,0.813268,324.305,0.000016771
4069,261.701,61088,0.813182,324.301,1.68E-05
4070,261.695,61080,0.813096,324.297,1.68E-05
4071,261.688,61072,0.81301,324.293,1.68E-05
4072,261.682,61064.1,0.812924,324.289,1.68E-05
4073,261.675,61056.1,0.812838,324.285,1.68E-05
4074,261.669,61048.1,0.812752,324.281,1.68E-05
4075,261.662,61040.1,0.812666,324.277,1.68E-05
4076,261.656,61032.2,0.81258,324.273,1.68E-05
4077,261.649,61024.2,0.812494,324.269,1.68E-05
4078,261.643,61016.2,0.812408,324.265,1.68E-05
4079,261.636,61008.3,0.812323,324.261,1.68E-05
4080,261.63,61000.3,0.812237,324.257,1.68E-05
4081,261.623,60992.3,0.812151,324.253,1.68E-05
4082,261.617,60984.4,0.812065,324.249,1.68E-05
4083,261.611,60976.4,0.811979,324.245,1.68E-05
4084,261.604,60968.5,0.811893,324.24,1.68E-05
4085,261.597,60960.5,0.811807,324.236,1.68E-05
4086,261.591,60952.5,0.811722,324.232,1.68E-05
4087,261.584,60944.6,0.811636,324.228,1.68E-05
4088,261.578,60936.6,0.81155,324.224,1.68E-05
4089,261.571,60928.7,0.811464,324.22,1.68E-05
4090,261.565,60920.7,0.811378,324.216,1.68E-05
4091,261.558,60912.7,0.811292,324.212,1.68E-05
4092,261.552,60904.8,0.811207,324.208,1.68E-05
4093,261.546,60896.8,0.811121,324.204,1.68E-05
4094,261.539,60888.9,0.811035,324.2,1.68E-05
4095,261.532,60880.9,0.810949,324.196,1.68E-05
4096,261.526,60873,0.810863,324.192,1.68E-05
4097,261.519,60865,0.810778,324.188,1.68E-05
4098,261.513,60857.1,0.810692,324.184,1.68E-05
4099,261.506,60849.1,0.810606,324.18,1.68E-05
4100,261.5,60841.2,0.81052,324.176,1.68E-05
4101,261.493,60833.2,0.810435,324.172,1.68E-05
4102,261.487,60825.3,0.810349,324.168,1.68E-05
4103,261.481,60817.3,0.810263,324.164,1.68E-05
4104,261.474,60809.4,0.810178,324.16,1.68E-05
4105,261.467,60801.4,0.810092,324.156,1.68E-05
4106,261.461,60793.5,0.810006,324.152,1.68E-05
4107,261.454,60785.6,0.80992,324.148,1.68E-05
4108,261.448,60777.6,0.809835,324.144,1.68E-05
4109,261.441,60769.7,0.809749,324.14,0.000016757
4110,261.435,60761.7,0.809663,324.136,1.68E-05
4111,261.428,60753.8,0.809578,324.132,1.68E-05
4112,261.422,60745.8,0.809492,324.128,0.000016756
4113,261.415,60737.9,0.809406,324.124,1.68E-05
4114,261.409,60730,0.809321,324.12,1.68E-05
4115,261.402,60722,0.809235,324.116,0.000016755
4116,261.396,60714.1,0.809149,324.112,1.68E-05
4117,261.389,60706.2,0.809064,324.108,1.68E-05
4118,261.383,60698.2,0.808978,324.104,0.000016754
4119,261.376,60690.3,0.808893,324.099,1.68E-05
4120,261.37,60682.4,0.808807,324.095,1.68E-05
4121,261.363,60674.4,0.808721,324.091,0.000016753
4122,261.357,60666.5,0.808636,324.087,1.68E-05
4123,261.35,60658.6,0.80855,324.083,1.68E-05
4124,261.344,60650.6,0.808465,324.079,0.000016752
4125,261.337,60642.7,0.808379,324.075,1.68E-05
4126,261.331,60634.8,0.808293,324.071,1.68E-05
4127,261.325,60626.9,0.808208,324.067,1.68E-05
4128,261.318,60618.9,0.808122,324.063,1.68E-05
4129,261.311,60611,0.808037,324.059,1.68E-05
4130,261.305,60603.1,0.807951,324.055,1.67E-05
4131,261.298,60595.2,0.807866,324.051,1.67E-05
4132,261.292,60587.2,0.80778,324.047,1.67E-05
4133,261.285,60579.3,0.807695,324.043,1.67E-05
4134,261.279,60571.4,0.807609,324.039,1.67E-05
4135,261.272,60563.5,0.807524,324.035,1.67E-05
4136,261.266,60555.6,0.807438,324.031,1.67E-05
4137,261.26,60547.7,0.807353,324.027,1.67E-05
4138,261.253,60539.7,0.807267,324.023,1.67E-05
4139,261.246,60531.8,0.807182,324.019,1.67E-05
4140,261.24,60523.9,0.807096,324.015,1.67E-05
4141,261.233,60516,0.807011,324.011,1.67E-05
4142,261.227,60508.1,0.806925,324.007,1.67E-05
4143,261.22,60500.2,0.80684,324.003,1.67E-05
4144,261.214,60492.3,0.806754,323.999,1.67E-05
4145,261.207,60484.3,0.806669,323.995,1.67E-05
4146,261.201,60476.4,0.806584,323.991,1.67E-05
4147,261.195,60468.5,0.806498,323.987,1.67E-05
4148,261.188,60460.6,0.806413,323.983,1.67E-05
4149,261.181,60452.7,0.806327,323.979,1.67E-05
4150,261.175,60444.8,0.806242,323.975,1.67E-05
4151,261.168,60436.9,0.806157,323.97,1.67E-05
4152,261.162,60429,0.806071,323.966,1.67E-05
4153,261.155,60421.1,0.805986,323.962,1.67E-05
4154,261.149,60413.2,0.8059,323.958,1.67E-05
4155,261.142,60405.3,0.805815,323.954,1.67E-05
4156,261.136,60397.4,0.80573,323.95,1.67E-05
4157,261.13,60389.5,0.805644,323.946,1.67E-05
4158,261.123,60381.6,0.805559,323.942,1.67E-05
4159,261.116,60373.7,0.805474,323.938,1.67E-05
4160,261.11,60365.8,0.805388,323.934,1.67E-05
4161,261.103,60357.9,0.805303,323.93,1.67E-05
4162,261.097,60350,0.805218,323.926,1.67E-05
4163,261.09,60342.1,0.805132,323.922,1.67E-05
4164,261.084,60334.2,0.805047,323.918,1.67E-05
4165,261.077,60326.3,0.804962,323.914,0.000016738
4166,261.071,60318.4,0.804877,323.91,1.67E-05
4167,261.064,60310.5,0.804791,323.906,1.67E-05
4168,261.058,60302.6,0.804706,323.902,0.000016737
4169,261.051,60294.7,0.804621,323.898,1.67E-05
4170,261.045,60286.8,0.804535,323.894,1.67E-05
4171,261.038,60278.9,0.80445,323.89,0.000016736
4172,261.032,60271.1,0.804365,323.886,1.67E-05
4173,261.025,60263.2,0.80428,323.882,1.67E-05
4174,261.019,60255.3,0.804194,323.878,0.000016735
4175,261.012,60247.4,0.804109,323.874,1.67E-05
4176,261.006,60239.5,0.804024,323.87,1.67E-05
4177,260.999,60231.6,0.803939,323.866,0.000016734
4178,260.993,60223.7,0.803854,323.862,1.67E-05
4179,260.986,60215.9,0.803768,323.858,1.67E-05
4180,260.98,60208,0.803683,323.854,1.67E-05
4181,260.974,60200.1,0.803598,323.85,1.67E-05
4182,260.967,60192.2,0.803513,323.845,1.67E-05
4183,260.96,60184.3,0.803428,323.841,1.67E-05
4184,260.954,60176.5,0.803343,323.837,1.67E-05
4185,260.947,60168.6,0.803257,323.833,1.67E-05
4186,260.941,60160.7,0.803172,323.829,1.67E-05
4187,260.934,60152.8,0.803087,323.825,1.67E-05
4188,260.928,60145,0.803002,323.821,1.67E-05
4189,260.921,60137.1,0.802917,323.817,1.67E-05
4190,260.915,60129.2,0.802832,323.813,1.67E-05
4191,260.909,60121.3,0.802747,323.809,1.67E-05
4192,260.902,60113.5,0.802661,323.805,1.67E-05
4193,260.895,60105.6,0.802576,323.801,1.67E-05
4194,260.889,60097.7,0.802491,323.797,1.67E-05
4195,260.882,60089.8,0.802406,323.793,1.67E-05
4196,260.876,60082,0.802321,323.789,1.67E-05
4197,260.869,60074.1,0.802236,323.785,1.67E-05
4198,260.863,60066.2,0.802151,323.781,1.67E-05
4199,260.856,60058.4,0.802066,323.777,1.67E-05
4200,260.85,60050.5,0.801981,323.773,1.67E-05
4201,260.843,60042.7,0.801896,323.769,1.67E-05
4202,260.837,60034.8,0.801811,323.765,1.67E-05
4203,260.83,60026.9,0.801726,323.761,1.67E-05
4204,260.824,60019.1,0.801641,323.757,1.67E-05
4205,260.817,60011.2,0.801556,323.753,1.67E-05
4206,260.811,60003.3,0.801471,323.749,1.67E-05
4207,260.804,59995.5,0.801386,323.745,1.67E-05
4208,260.798,59987.6,0.801301,323.741,1.67E-05
4209,260.791,59979.8,0.801216,323.737,1.67E-05
4210,260.785,59971.9,0.801131,323.733,1.67E-05
4211,260.779,59964.1,0.801046,323.729,1.67E-05
4212,260.772,59956.2,0.800961,323.724,1.67E-05
4213,260.765,59948.3,0.800876,323.72,1.67E-05
4214,260.759,59940.5,0.800791,323.716,1.67E-05
4215,260.752,59932.6,0.800706,323.712,1.67E-05
4216,260.746,59924.8,0.800621,323.708,1.67E-05
4217,260.739,59916.9,0.800536,323.704,1.67E-05
4218,260.733,59909.1,0.800451,323.7,0.00001672
4219,260.726,59901.2,0.800366,323.696,1.67E-05
4220,260.72,59893.4,0.800281,323.692,1.67E-05
4221,260.713,59885.5,0.800196,323.688,0.000016719
4222,260.707,59877.7,0.800111,323.684,1.67E-05
4223,260.7,59869.8,0.800027,323.68,1.67E-05
4224,260.694,59862,0.799942,323.676,0.000016718
4225,260.688,59854.2,0.799857,323.672,1.67E-05
4226,260.681,59846.3,0.799772,323.668,1.67E-05
4227,260.674,59838.5,0.799687,323.664,0.000016717
4228,260.668,59830.6,0.799602,323.66,1.67E-05
4229,260.661,59822.8,0.799517,323.656,1.67E-05
4230,260.655,59814.9,0.799432,323.652,0.000016716
4231,260.648,59807.1,0.799348,323.648,1.67E-05
4232,260.642,59799.3,0.799263,323.644,1.67E-05
4233,260.635,59791.4,0.799178,323.64,1.67E-05
4234,260.629,59783.6,0.799093,323.636,1.67E-05
4235,260.623,59775.8,0.799008,323.632,1.67E-05
4236,260.616,59767.9,0.798924,323.628,1.67E-05
4237,260.609,59760.1,0.798839,323.624,1.67E-05
4238,260.603,59752.3,0.798754,323.62,1.67E-05
4239,260.596,59744.4,0.798669,323.616,1.67E-05
4240,260.59,59736.6,0.798584,323.611,1.67E-05
4241,260.583,59728.8,0.7985,323.607,1.67E-05
4242,260.577,59720.9,0.798415,323.603,1.67E-05
4243,260.57,59713.1,0.79833,323.599,1.67E-05
4244,260.564,59705.3,0.798245,323.595,1.67E-05
4245,260.558,59697.4,0.798161,323.591,1.67E-05
4246,260.551,59689.6,0.798076,323.587,1.67E-05
4247,260.544,59681.8,0.797991,323.583,1.67E-05
4248,260.538,59674,0.797906,323.579,1.67E-05
4249,260.531,59666.1,0.797822,323.575,1.67E-05
4250,260.525,59658.3,0.797737,323.571,1.67E-05
4251,260.518,59650.5,0.797652,323.567,1.67E-05
4252,260.512,59642.7,0.797568,323.563,1.67E-05
4253,260.505,59634.9,0.797483,323.559,1.67E-05
4254,260.499,59627,0.797398,323.555,1.67E-05
4255,260.492,59619.2,0.797314,323.551,1.67E-05
4256,260.486,59611.4,0.797229,323.547,1.67E-05
4257,260.479,59603.6,0.797144,323.543,1.67E-05
4258,260.473,59595.8,0.79706,323.539,1.67E-05
4259,260.466,59587.9,0.796975,323.535,1.67E-05
4260,260.46,59580.1,0.79689,323.531,1.67E-05
4261,260.453,59572.3,0.796806,323.527,1.67E-05
4262,260.447,59564.5,0.796721,323.523,1.67E-05
4263,260.44,59556.7,0.796636,323.519,1.67E-05
4264,260.434,59548.9,0.796552,323.515,1.67E-05
4265,260.427,59541.1,0.796467,323.511,1.67E-05
4266,260.421,59533.3,0.796383,323.507,1.67E-05
4267,260.414,59525.4,0.796298,323.503,1.67E-05
4268,260.408,59517.6,0.796213,323.498,0.000016703
4269,260.401,59509.8,0.796129,323.494,1.67E-05
4270,260.395,59502,0.796044,323.49,1.67E-05
4271,260.388,59494.2,0.79596,323.486,0.000016702
4272,260.382,59486.4,0.795875,323.482,1.67E-05
4273,260.375,59478.6,0.795791,323.478,1.67E-05
4274,260.369,59470.8,0.795706,323.474,0.000016701
4275,260.362,59463,0.795621,323.47,1.67E-05
4276,260.356,59455.2,0.795537,323.466,1.67E-05
4277,260.349,59447.4,0.795452,323.462,0.0000167
4278,260.343,59439.6,0.795368,323.458,1.67E-05
4279,260.337,59431.8,0.795283,323.454,1.67E-05
4280,260.33,59424,0.795199,323.45,0.000016699
4281,260.323,59416.2,0.795114,323.446,1.67E-05
4282,260.317,59408.4,0.79503,323.442,1.67E-05
4283,260.31,59400.6,0.794945,323.438,1.67E-05
4284,260.304,59392.8,0.794861,323.434,1.67E-05
4285,260.297,59385,0.794776,323.43,1.67E-05
4286,260.291,59377.2,0.794692,323.426,1.67E-05
4287,260.284,59369.4,0.794608,323.422,1.67E-05
4288,260.278,59361.6,0.794523,323.418,1.67E-05
4289,260.272,59353.8,0.794439,323.414,1.67E-05
4290,260.265,59346.1,0.794354,323.41,1.67E-05
4291,260.258,59338.3,0.79427,323.406,1.67E-05
4292,260.252,59330.5,0.794185,323.402,1.67E-05
4293,260.245,59322.7,0.794101,323.398,1.67E-05
4294,260.239,59314.9,0.794017,323.393,1.67E-05
4295,260.232,59307.1,0.793932,323.389,1.67E-05
4296,260.226,59299.3,0.793848,323.385,1.67E-05
4297,260.219,59291.5,0.793763,323.381,1.67E-05
4298,260.213,59283.8,0.793679,323.377,1.67E-05
4299,260.207,59276,0.793595,323.373,1.67E-05
4300,260.2,59268.2,0.79351,323.369,1.67E-05
4301,260.193,59260.4,0.793426,323.365,1.67E-05
4302,260.187,59252.6,0.793342,323.361,1.67E-05
4303,260.18,59244.9,0.793257,323.357,1.67E-05
4304,260.174,59237.1,0.793173,323.353,1.67E-05
4305,260.167,59229.3,0.793089,323.349,1.67E-05
4306,260.161,59221.5,0.793004,323.345,1.67E-05
4307,260.154,59213.7,0.79292,323.341,1.67E-05
4308,260.148,59206,0.792836,323.337,1.67E-05
4309,260.141,59198.2,0.792751,323.333,1.67E-05
4310,260.135,59190.4,0.792667,323.329,1.67E-05
4311,260.128,59182.7,0.792583,323.325,1.67E-05
4312,260.122,59174.9,0.792498,323.321,1.67E-05
4313,260.115,59167.1,0.792414,323.317,1.67E-05
4314,260.109,59159.3,0.79233,323.313,1.67E-05
4315,260.102,59151.6,0.792246,323.309,1.67E-05
4316,260.096,59143.8,0.792161,323.305,1.67E-05
4317,260.089,59136,0.792077,323.301,1.67E-05
4318,260.083,59128.3,0.791993,323.297,0.000016686
4319,260.076,59120.5,0.791909,323.292,1.67E-05
4320,260.07,59112.7,0.791824,323.288,1.67E-05
4321,260.063,59105,0.79174,323.284,0.000016685
4322,260.057,59097.2,0.791656,323.28,1.67E-05
4323,260.05,59089.4,0.791572,323.276,1.67E-05
4324,260.044,59081.7,0.791488,323.272,0.000016684
4325,260.037,59073.9,0.791403,323.268,1.67E-05
4326,260.031,59066.2,0.791319,323.264,1.67E-05
4327,260.024,59058.4,0.791235,323.26,0.000016683
4328,260.018,59050.6,0.791151,323.256,1.67E-05
4329,260.011,59042.9,0.791067,323.252,1.67E-05
4330,260.005,59035.1,0.790982,323.248,0.000016682
4331,259.998,59027.4,0.790898,323.244,1.67E-05
4332,259.992,59019.6,0.790814,323.24,1.67E-05
4333,259.986,59011.9,0.79073,323.236,1.67E-05
4334,259.979,59004.1,0.790646,323.232,1.67E-05
4335,259.972,58996.3,0.790562,323.228,1.67E-05
4336,259.966,58988.6,0.790478,323.224,1.67E-05
4337,259.959,58980.8,0.790394,323.22,1.67E-05
4338,259.953,58973.1,0.790309,323.216,1.67E-05
4339,259.946,58965.3,0.790225,323.212,1.67E-05
4340,259.94,58957.6,0.790141,323.208,1.67E-05
4341,259.933,58949.8,0.790057,323.204,1.67E-05
4342,259.927,58942.1,0.789973,323.2,1.67E-05
4343,259.921,58934.4,0.789889,323.196,1.67E-05
4344,259.914,58926.6,0.789805,323.191,1.67E-05
4345,259.907,58918.9,0.789721,323.187,1.67E-05
4346,259.901,58911.1,0.789637,323.183,1.67E-05
4347,259.894,58903.4,0.789553,323.179,1.67E-05
4348,259.888,58895.6,0.789469,323.175,1.67E-05
4349,259.881,58887.9,0.789385,323.171,1.67E-05
4350,259.875,58880.1,0.789301,323.167,1.67E-05
4351,259.868,58872.4,0.789217,323.163,1.67E-05
4352,259.862,58864.7,0.789133,323.159,1.67E-05
4353,259.856,58856.9,0.789049,323.155,1.67E-05
4354,259.849,58849.2,0.788965,323.151,1.67E-05
4355,259.842,58841.5,0.788881,323.147,1.67E-05
4356,259.836,58833.7,0.788797,323.143,1.67E-05
4357,259.829,58826,0.788713,323.139,1.67E-05
4358,259.823,58818.3,0.788629,323.135,1.67E-05
4359,259.816,58810.5,0.788545,323.131,1.67E-05
4360,259.81,58802.8,0.788461,323.127,1.67E-05
4361,259.803,58795.1,0.788377,323.123,1.67E-05
4362,259.797,58787.3,0.788293,323.119,1.67E-05
4363,259.79,58779.6,0.788209,323.115,1.67E-05
4364,259.784,58771.9,0.788125,323.111,1.67E-05
4365,259.777,58764.1,0.788041,323.107,0.00001667
4366,259.771,58756.4,0.787957,323.103,1.67E-05
4367,259.764,58748.7,0.787873,323.099,1.67E-05
4368,259.758,58741,0.787789,323.094,0.000016669
4369,259.751,58733.2,0.787706,323.09,1.67E-05
4370,259.745,58725.5,0.787622,323.086,1.67E-05
4371,259.738,58717.8,0.787538,323.082,0.000016668
4372,259.732,58710.1,0.787454,323.078,1.67E-05
4373,259.725,58702.3,0.78737,323.074,1.67E-05
4374,259.719,58694.6,0.787286,323.07,0.000016667
4375,259.712,58686.9,0.787202,323.066,1.67E-05
4376,259.706,58679.2,0.787119,323.062,1.67E-05
4377,259.7,58671.5,0.787035,323.058,0.000016666
4378,259.693,58663.7,0.786951,323.054,1.67E-05
4379,259.686,58656,0.786867,323.05,1.67E-05
4380,259.68,58648.3,0.786783,323.046,1.67E-05
4381,259.673,58640.6,0.786699,323.042,1.67E-05
4382,259.667,58632.9,0.786616,323.038,1.67E-05
4383,259.66,58625.2,0.786532,323.034,1.67E-05
4384,259.654,58617.5,0.786448,323.03,1.67E-05
4385,259.647,58609.7,0.786364,323.026,1.67E-05
4386,259.641,58602,0.78628,323.022,1.67E-05
4387,259.635,58594.3,0.786197,323.018,1.67E-05
4388,259.628,58586.6,0.786113,323.014,1.67E-05
4389,259.621,58578.9,0.786029,323.01,1.67E-05
4390,259.615,58571.2,0.785945,323.006,1.67E-05
4391,259.608,58563.5,0.785862,323.001,1.67E-05
4392,259.602,58555.8,0.785778,322.997,1.67E-05
4393,259.595,58548.1,0.785694,322.993,1.67E-05
4394,259.589,58540.4,0.78561,322.989,1.67E-05
4395,259.582,58532.7,0.785527,322.985,1.67E-05
4396,259.576,58525,0.785443,322.981,1.67E-05
4397,259.57,58517.3,0.785359,322.977,1.67E-05
4398,259.563,58509.6,0.785276,322.973,1.67E-05
4399,259.556,58501.9,0.785192,322.969,1.67E-05
4400,259.55,58494.2,0.785108,322.965,1.67E-05
4401,259.543,58486.5,0.785025,322.961,1.67E-05
4402,259.537,58478.8,0.784941,322.957,1.67E-05
4403,259.53,58471.1,0.784857,322.953,1.67E-05
4404,259.524,58463.4,0.784774,322.949,1.67E-05
4405,259.517,58455.7,0.78469,322.945,1.67E-05
4406,259.511,58448,0.784606,322.941,1.67E-05
4407,259.505,58440.3,0.784523,322.937,1.67E-05
4408,259.498,58432.6,0.784439,322.933,1.67E-05
4409,259.491,58424.9,0.784355,322.929,1.67E-05
4410,259.485,58417.2,0.784272,322.925,1.67E-05
4411,259.478,58409.5,0.784188,322.921,1.67E-05
4412,259.472,58401.8,0.784105,322.917,0.000016654
4413,259.465,58394.1,0.784021,322.913,1.67E-05
4414,259.459,58386.4,0.783937,322.908,1.67E-05
4415,259.452,58378.8,0.783854,322.904,0.000016653
4416,259.446,58371.1,0.78377,322.9,1.67E-05
