altitude,temperature,pressure,density,speed_of_sound,viscosity
[m],[Kelvin],[pascal],[kg/m3],[m/s],[Pa.s]
1065,281.227,89168.2,1.10456,336.182,0.000017773
1066,281.221,89157.4,1.10445,336.178,1.78E-05
1067,281.214,89146.6,1.10435,336.174,1.78E-05
1068,281.208,89135.7,1.10424,336.17,0.000017772
1069,281.201,89124.9,1.10413,336.166,1.78E-05
1070,281.195,89114.1,1.10402,336.162,1.78E-05
1071,281.188,89103.3,1.10391,336.158,0.000017771
1072,281.182,89092.4,1.1038,336.154,1.78E-05
1073,281.175,89081.6,1.10369,336.151,1.78E-05
1074,281.169,89070.8,1.10359,336.147,0.00001777
1075,281.162,89060,1.10348,336.143,1.78E-05
1076,281.156,89049.1,1.10337,336.139,1.78E-05
1077,281.149,89038.3,1.10326,336.135,0.000017769
1078,281.143,89027.5,1.10315,336.131,1.78E-05
1079,281.136,89016.7,1.10304,336.127,1.78E-05
1080,281.13,89005.9,1.10293,336.123,0.000017768
1081,281.123,88995.1,1.10283,336.119,1.78E-05
1082,281.117,88984.2,1.10272,336.116,1.78E-05
1083,281.111,88973.4,1.10261,336.112,0.000017767
1084,281.104,88962.6,1.1025,336.108,1.78E-05
1085,281.097,88951.8,1.10239,336.104,1.78E-05
1086,281.091,88941,1.10228,336.1,1.78E-05
1087,281.084,88930.2,1.10217,336.096,1.78E-05
1088,281.078,88919.4,1.10207,336.092,1.78E-05
1089,281.071,88908.6,1.10196,336.088,1.78E-05
1090,281.065,88897.8,1.10185,336.084,1.78E-05
1091,281.058,88887,1.10174,336.081,1.78E-05
1092,281.052,88876.2,1.10163,336.077,1.78E-05
1093,281.046,88865.4,1.10152,336.073,1.78E-05
1094,281.039,88854.6,1.10142,336.069,1.78E-05
1095,281.032,88843.7,1.10131,336.065,1.78E-05
1096,281.026,88833,1.1012,336.061,1.78E-05
1097,281.019,88822.2,1.10109,336.057,1.78E-05
1098,281.013,88811.4,1.10098,336.053,1.78E-05
1099,281.006,88800.6,1.10087,336.049,1.78E-05
1100,281,88789.8,1.10077,336.046,1.78E-05
1101,280.993,88779,1.10066,336.042,1.78E-05
1102,280.987,88768.2,1.10055,336.038,1.78E-05
1103,280.981,88757.4,1.10044,336.034,1.78E-05
1104,280.974,88746.6,1.10033,336.03,1.78E-05
1105,280.967,88735.8,1.10022,336.026,1.78E-05
1106,280.961,88725,1.10012,336.022,1.78E-05
1107,280.954,88714.2,1.10001,336.018,1.78E-05
1108,280.948,88703.4,1.0999,336.015,1.78E-05
1109,280.941,88692.7,1.09979,336.011,1.78E-05
1110,280.935,88681.9,1.09968,336.007,1.78E-05
1111,280.928,88671.1,1.09957,336.003,1.78E-05
1112,280.922,88660.3,1.09947,335.999,1.78E-05
1113,280.915,88649.5,1.09936,335.995,1.78E-05
1114,280.909,88638.7,1.09925,335.991,1.78E-05
1115,280.902,88628,1.09914,335.987,1.78E-05
1116,280.896,88617.2,1.09903,335.983,1.78E-05
1117,280.889,88606.4,1.09892,335.98,1.78E-05
1118,280.883,88595.6,1.09882,335.976,1.78E-05
1119,280.876,88584.9,1.09871,335.972,1.78E-05
1120,280.87,88574.1,1.0986,335.968,1.78E-05
1121,280.863,88563.3,1.09849,335.964,1.78E-05
1122,280.857,88552.5,1.09838,335.96,1.78E-05
1123,280.85,88541.8,1.09827,335.956,1.78E-05
1124,280.844,88531,1.09817,335.952,1.78E-05
1125,280.837,88520.2,1.09806,335.948,1.78E-05
1126,280.831,88509.5,1.09795,335.945,1.78E-05
1127,280.825,88498.7,1.09784,335.941,1.78E-05
1128,280.818,88487.9,1.09773,335.937,1.78E-05
1129,280.811,88477.2,1.09763,335.933,1.78E-05
1130,280.805,88466.4,1.09752,335.929,1.78E-05
1131,280.798,88455.6,1.09741,335.925,1.78E-05
1132,280.792,88444.9,1.0973,335.921,0.000017751
1133,280.785,88434.1,1.09719,335.917,1.78E-05
1134,280.779,88423.4,1.09709,335.913,1.78E-05
1135,280.772,88412.6,1.09698,335.91,0.00001775
1136,280.766,88401.8,1.09687,335.906,1.77E-05
1137,280.76,88391.1,1.09676,335.902,1.77E-05
1138,280.753,88380.3,1.09665,335.898,0.000017749
1139,280.746,88369.6,1.09655,335.894,1.77E-05
1140,280.74,88358.8,1.09644,335.89,1.77E-05
1141,280.733,88348.1,1.09633,335.886,0.000017748
1142,280.727,88337.3,1.09622,335.882,1.77E-05
1143,280.72,88326.6,1.09611,335.878,1.77E-05
1144,280.714,88315.8,1.096,335.875,0.000017747
1145,280.707,88305.1,1.0959,335.871,1.77E-05
1146,280.701,88294.3,1.09579,335.867,1.77E-05
1147,280.695,88283.6,1.09568,335.863,0.000017746
1148,280.688,88272.8,1.09557,335.859,1.77E-05
1149,280.681,88262.1,1.09547,335.855,1.77E-05
1150,280.675,88251.3,1.09536,335.851,0.000017745
1151,280.668,88240.6,1.09525,335.847,1.77E-05
1152,280.662,88229.9,1.09514,335.843,1.77E-05
1153,280.655,88219.1,1.09503,335.84,1.77E-05
1154,280.649,88208.4,1.09493,335.836,1.77E-05
1155,280.642,88197.7,1.09482,335.832,1.77E-05
1156,280.636,88186.9,1.09471,335.828,1.77E-05
1157,280.629,88176.2,1.0946,335.824,1.77E-05
1158,280.623,88165.4,1.09449,335.82,1.77E-05
1159,280.616,88154.7,1.09439,335.816,1.77E-05
1160,280.61,88144,1.09428,335.812,1.77E-05
1161,280.603,88133.3,1.09417,335.808,1.77E-05
1162,280.597,88122.5,1.09406,335.805,1.77E-05
1163,280.59,88111.8,1.09395,335.801,1.77E-05
1164,280.584,88101.1,1.09385,335.797,1.77E-05
1165,280.577,88090.3,1.09374,335.793,1.77E-05
1166,280.571,88079.6,1.09363,335.789,1.77E-05
1167,280.564,88068.9,1.09352,335.785,1.77E-05
1168,280.558,88058.2,1.09342,335.781,1.77E-05
1169,280.551,88047.4,1.09331,335.777,1.77E-05
1170,280.545,88036.7,1.0932,335.773,1.77E-05
1171,280.538,88026,1.09309,335.77,1.77E-05
1172,280.532,88015.3,1.09298,335.766,1.77E-05
1173,280.525,88004.6,1.09288,335.762,1.77E-05
1174,280.519,87993.9,1.09277,335.758,1.77E-05
1175,280.512,87983.1,1.09266,335.754,1.77E-05
1176,280.506,87972.4,1.09255,335.75,1.77E-05
1177,280.499,87961.7,1.09245,335.746,1.77E-05
1178,280.493,87951,1.09234,335.742,1.77E-05
1179,280.486,87940.3,1.09223,335.738,1.77E-05
1180,280.48,87929.6,1.09212,335.735,1.77E-05
1181,280.474,87918.9,1.09201,335.731,1.77E-05
1182,280.467,87908.2,1.09191,335.727,1.77E-05
1183,280.46,87897.4,1.0918,335.723,1.77E-05
1184,280.454,87886.7,1.09169,335.719,1.77E-05
1185,280.447,87876,1.09158,335.715,1.77E-05
1186,280.441,87865.3,1.09148,335.711,1.77E-05
1187,280.434,87854.6,1.09137,335.707,1.77E-05
1188,280.428,87843.9,1.09126,335.703,1.77E-05
1189,280.421,87833.2,1.09115,335.7,1.77E-05
1190,280.415,87822.5,1.09105,335.696,1.77E-05
1191,280.409,87811.8,1.09094,335.692,1.77E-05
1192,280.402,87801.1,1.09083,335.688,1.77E-05
1193,280.395,87790.4,1.09072,335.684,1.77E-05
1194,280.389,87779.7,1.09061,335.68,1.77E-05
1195,280.382,87769,1.09051,335.676,1.77E-05
1196,280.376,87758.3,1.0904,335.672,1.77E-05
1197,280.369,87747.7,1.09029,335.668,1.77E-05
1198,280.363,87737,1.09018,335.664,1.77E-05
1199,280.356,87726.3,1.09008,335.661,1.77E-05
1200,280.35,87715.6,1.08997,335.657,1.77E-05
1201,280.343,87704.9,1.08986,335.653,1.77E-05
1202,280.337,87694.2,1.08975,335.649,0.000017728
1203,280.33,87683.5,1.08965,335.645,1.77E-05
1204,280.324,87672.8,1.08954,335.641,1.77E-05
1205,280.317,87662.2,1.08943,335.637,0.000017727
1206,280.311,87651.5,1.08932,335.633,1.77E-05
1207,280.304,87640.8,1.08922,335.629,1.77E-05
1208,280.298,87630.1,1.08911,335.626,0.000017726
1209,280.291,87619.4,1.089,335.622,1.77E-05
1210,280.285,87608.7,1.08889,335.618,1.77E-05
1211,280.278,87598.1,1.08879,335.614,0.000017725
1212,280.272,87587.4,1.08868,335.61,1.77E-05
1213,280.265,87576.7,1.08857,335.606,1.77E-05
1214,280.259,87566,1.08846,335.602,0.000017724
1215,280.252,87555.4,1.08836,335.598,1.77E-05
1216,280.246,87544.7,1.08825,335.594,1.77E-05
1217,280.239,87534,1.08814,335.591,0.000017723
1218,280.233,87523.4,1.08803,335.587,1.77E-05
1219,280.226,87512.7,1.08793,335.583,1.77E-05
1220,280.22,87502,1.08782,335.579,0.000017722
1221,280.213,87491.3,1.08771,335.575,1.77E-05
1222,280.207,87480.7,1.08761,335.571,1.77E-05
1223,280.2,87470,1.0875,335.567,0.000017721
1224,280.194,87459.4,1.08739,335.563,1.77E-05
1225,280.188,87448.7,1.08728,335.559,1.77E-05
1226,280.181,87438,1.08718,335.556,1.77E-05
1227,280.174,87427.4,1.08707,335.552,1.77E-05
1228,280.168,87416.7,1.08696,335.548,1.77E-05
1229,280.161,87406,1.08685,335.544,1.77E-05
1230,280.155,87395.4,1.08675,335.54,1.77E-05
1231,280.148,87384.7,1.08664,335.536,1.77E-05
1232,280.142,87374.1,1.08653,335.532,1.77E-05
1233,280.135,87363.4,1.08642,335.528,1.77E-05
1234,280.129,87352.8,1.08632,335.524,1.77E-05
1235,280.123,87342.1,1.08621,335.52,1.77E-05
1236,280.116,87331.5,1.0861,335.517,1.77E-05
1237,280.109,87320.8,1.086,335.513,1.77E-05
1238,280.103,87310.2,1.08589,335.509,1.77E-05
1239,280.096,87299.5,1.08578,335.505,1.77E-05
1240,280.09,87288.9,1.08567,335.501,1.77E-05
1241,280.083,87278.2,1.08557,335.497,1.77E-05
1242,280.077,87267.6,1.08546,335.493,1.77E-05
1243,280.07,87256.9,1.08535,335.489,1.77E-05
1244,280.064,87246.3,1.08524,335.485,1.77E-05
1245,280.058,87235.6,1.08514,335.482,1.77E-05
1246,280.051,87225,1.08503,335.478,1.77E-05
1247,280.044,87214.4,1.08492,335.474,1.77E-05
1248,280.038,87203.7,1.08482,335.47,1.77E-05
1249,280.031,87193.1,1.08471,335.466,1.77E-05
1250,280.025,87182.5,1.0846,335.462,1.77E-05
1251,280.018,87171.8,1.08449,335.458,1.77E-05
1252,280.012,87161.2,1.08439,335.454,1.77E-05
1253,280.005,87150.5,1.08428,335.45,1.77E-05
1254,279.999,87139.9,1.08417,335.447,1.77E-05
1255,279.992,87129.3,1.08407,335.443,1.77E-05
1256,279.986,87118.7,1.08396,335.439,1.77E-05
1257,279.979,87108,1.08385,335.435,1.77E-05
1258,279.973,87097.4,1.08375,335.431,1.77E-05
1259,279.966,87086.8,1.08364,335.427,1.77E-05
1260,279.96,87076.1,1.08353,335.423,1.77E-05
1261,279.953,87065.5,1.08342,335.419,1.77E-05
1262,279.947,87054.9,1.08332,335.415,1.77E-05
1263,279.94,87044.3,1.08321,335.411,1.77E-05
1264,279.934,87033.6,1.0831,335.408,1.77E-05
1265,279.927,87023,1.083,335.404,1.77E-05
1266,279.921,87012.4,1.08289,335.4,1.77E-05
1267,279.914,87001.8,1.08278,335.396,1.77E-05
1268,279.908,86991.2,1.08267,335.392,1.77E-05
1269,279.901,86980.6,1.08257,335.388,1.77E-05
1270,279.895,86969.9,1.08246,335.384,1.77E-05
1271,279.888,86959.3,1.08235,335.38,1.77E-05
1272,279.882,86948.7,1.08225,335.376,1.77E-05
1273,279.875,86938.1,1.08214,335.373,1.77E-05
1274,279.869,86927.5,1.08203,335.369,1.77E-05
1275,279.862,86916.9,1.08193,335.365,1.77E-05
1276,279.856,86906.3,1.08182,335.361,1.77E-05
1277,279.849,86895.7,1.08171,335.357,1.77E-05
1278,279.843,86885,1.08161,335.353,0.000017703
1279,279.837,86874.4,1.0815,335.349,1.77E-05
1280,279.83,86863.8,1.08139,335.345,1.77E-05
1281,279.823,86853.2,1.08128,335.341,0.000017702
1282,279.817,86842.6,1.08118,335.337,1.77E-05
1283,279.81,86832,1.08107,335.334,1.77E-05
1284,279.804,86821.4,1.08096,335.33,0.000017701
1285,279.797,86810.8,1.08086,335.326,1.77E-05
1286,279.791,86800.2,1.08075,335.322,1.77E-05
1287,279.784,86789.6,1.08064,335.318,0.0000177
1288,279.778,86779,1.08054,335.314,1.77E-05
1289,279.772,86768.4,1.08043,335.31,1.77E-05
1290,279.765,86757.8,1.08032,335.306,0.000017699
1291,279.758,86747.2,1.08022,335.302,1.77E-05
1292,279.752,86736.7,1.08011,335.299,1.77E-05
1293,279.745,86726.1,1.08,335.295,0.000017698
1294,279.739,86715.5,1.0799,335.291,1.77E-05
1295,279.732,86704.9,1.07979,335.287,1.77E-05
1296,279.726,86694.3,1.07968,335.283,0.000017697
1297,279.719,86683.7,1.07957,335.279,1.77E-05
1298,279.713,86673.1,1.07947,335.275,1.77E-05
1299,279.707,86662.5,1.07936,335.271,0.000017696
1300,279.7,86651.9,1.07925,335.267,1.77E-05
1301,279.693,86641.4,1.07915,335.263,1.77E-05
1302,279.687,86630.8,1.07904,335.26,1.77E-05
1303,279.68,86620.2,1.07893,335.256,1.77E-05
1304,279.674,86609.6,1.07883,335.252,1.77E-05
1305,279.667,86599,1.07872,335.248,1.77E-05
1306,279.661,86588.5,1.07861,335.244,1.77E-05
1307,279.654,86577.9,1.07851,335.24,1.77E-05
1308,279.648,86567.3,1.0784,335.236,1.77E-05
1309,279.641,86556.7,1.07829,335.232,1.77E-05
1310,279.635,86546.2,1.07819,335.228,1.77E-05
1311,279.628,86535.6,1.07808,335.225,1.77E-05
1312,279.622,86525,1.07797,335.221,1.77E-05
1313,279.615,86514.4,1.07787,335.217,1.77E-05
1314,279.609,86503.9,1.07776,335.213,1.77E-05
1315,279.602,86493.3,1.07765,335.209,1.77E-05
1316,279.596,86482.7,1.07755,335.205,1.77E-05
1317,279.589,86472.2,1.07744,335.201,1.77E-05
1318,279.583,86461.6,1.07733,335.197,1.77E-05
1319,279.576,86451,1.07723,335.193,1.77E-05
1320,279.57,86440.5,1.07712,335.189,1.77E-05
1321,279.563,86429.9,1.07701,335.186,1.77E-05
1322,279.557,86419.4,1.07691,335.182,1.77E-05
1323,279.55,86408.8,1.0768,335.178,1.77E-05
1324,279.544,86398.2,1.0767,335.174,1.77E-05
1325,279.537,86387.7,1.07659,335.17,1.77E-05
1326,279.531,86377.1,1.07648,335.166,1.77E-05
1327,279.524,86366.6,1.07638,335.162,1.77E-05
1328,279.518,86356,1.07627,335.158,1.77E-05
1329,279.511,86345.5,1.07616,335.154,1.77E-05
1330,279.505,86334.9,1.07606,335.15,1.77E-05
1331,279.498,86324.4,1.07595,335.147,1.77E-05
1332,279.492,86313.8,1.07584,335.143,1.77E-05
1333,279.486,86303.2,1.07574,335.139,1.77E-05
1334,279.479,86292.7,1.07563,335.135,1.77E-05
1335,279.472,86282.2,1.07552,335.131,1.77E-05
1336,279.466,86271.6,1.07542,335.127,1.77E-05
1337,279.459,86261.1,1.07531,335.123,1.77E-05
1338,279.453,86250.5,1.0752,335.119,1.77E-05
1339,279.446,86240,1.0751,335.115,1.77E-05
1340,279.44,86229.4,1.07499,335.112,1.77E-05
1341,279.433,86218.9,1.07489,335.108,1.77E-05
1342,279.427,86208.3,1.07478,335.104,1.77E-05
1343,279.421,86197.8,1.07467,335.1,1.77E-05
1344,279.414,86187.3,1.07457,335.096,1.77E-05
1345,279.407,86176.7,1.07446,335.092,1.77E-05
1346,279.401,86166.2,1.07435,335.088,1.77E-05
1347,279.394,86155.7,1.07425,335.084,1.77E-05
1348,279.388,86145.1,1.07414,335.08,1.77E-05
1349,279.381,86134.6,1.07403,335.076,1.77E-05
1350,279.375,86124.1,1.07393,335.073,1.77E-05
1351,279.368,86113.5,1.07382,335.069,1.77E-05
1352,279.362,86103,1.07372,335.065,1.77E-05
1353,279.356,86092.5,1.07361,335.061,1.77E-05
1354,279.349,86081.9,1.0735,335.057,1.77E-05
1355,279.342,86071.4,1.0734,335.053,1.77E-05
1356,279.336,86060.9,1.07329,335.049,1.77E-05
1357,279.329,86050.4,1.07318,335.045,0.000017677
1358,279.323,86039.8,1.07308,335.041,1.77E-05
1359,279.316,86029.3,1.07297,335.037,1.77E-05
1360,279.31,86018.8,1.07286,335.034,0.000017676
1361,279.303,86008.3,1.07276,335.03,1.77E-05
1362,279.297,85997.8,1.07265,335.026,1.77E-05
1363,279.29,85987.2,1.07255,335.022,0.000017675
1364,279.284,85976.7,1.07244,335.018,1.77E-05
1365,279.277,85966.2,1.07233,335.014,1.77E-05
1366,279.271,85955.7,1.07223,335.01,0.000017674
1367,279.264,85945.2,1.07212,335.006,1.77E-05
1368,279.258,85934.7,1.07201,335.002,1.77E-05
1369,279.251,85924.1,1.07191,334.998,0.000017673
1370,279.245,85913.6,1.0718,334.995,1.77E-05
1371,279.238,85903.1,1.0717,334.991,1.77E-05
1372,279.232,85892.6,1.07159,334.987,0.000017672
1373,279.225,85882.1,1.07148,334.983,1.77E-05
1374,279.219,85871.6,1.07138,334.979,1.77E-05
1375,279.212,85861.1,1.07127,334.975,0.000017671
1376,279.206,85850.6,1.07117,334.971,1.77E-05
1377,279.2,85840.1,1.07106,334.967,1.77E-05
1378,279.193,85829.6,1.07095,334.963,0.00001767
1379,279.186,85819.1,1.07085,334.959,1.77E-05
1380,279.18,85808.6,1.07074,334.956,1.77E-05
1381,279.173,85798.1,1.07064,334.952,1.77E-05
1382,279.167,85787.6,1.07053,334.948,1.77E-05
1383,279.16,85777.1,1.07042,334.944,1.77E-05
1384,279.154,85766.6,1.07032,334.94,1.77E-05
1385,279.147,85756.1,1.07021,334.936,1.77E-05
1386,279.141,85745.6,1.0701,334.932,1.77E-05
1387,279.135,85735.1,1.07,334.928,1.77E-05
1388,279.128,85724.6,1.06989,334.924,1.77E-05
1389,279.121,85714.1,1.06979,334.92,1.77E-05
1390,279.115,85703.6,1.06968,334.917,1.77E-05
1391,279.108,85693.1,1.06957,334.913,1.77E-05
1392,279.102,85682.7,1.06947,334.909,1.77E-05
1393,279.095,85672.2,1.06936,334.905,1.77E-05
1394,279.089,85661.7,1.06926,334.901,1.77E-05
1395,279.082,85651.2,1.06915,334.897,1.77E-05
1396,279.076,85640.7,1.06904,334.893,1.77E-05
1397,279.07,85630.2,1.06894,334.889,1.77E-05
1398,279.063,85619.7,1.06883,334.885,1.77E-05
1399,279.056,85609.3,1.06873,334.881,1.77E-05
1400,279.05,85598.8,1.06862,334.878,1.77E-05
1401,279.043,85588.3,1.06851,334.874,1.77E-05
1402,279.037,85577.8,1.06841,334.87,1.77E-05
1403,279.03,85567.3,1.0683,334.866,1.77E-05
1404,279.024,85556.9,1.0682,334.862,1.77E-05
1405,279.017,85546.4,1.06809,334.858,1.77E-05
1406,279.011,85535.9,1.06799,334.854,1.77E-05
1407,279.004,85525.5,1.06788,334.85,1.77E-05
1408,278.998,85515,1.06777,334.846,1.77E-05
1409,278.991,85504.5,1.06767,334.842,1.77E-05
1410,278.985,85494,1.06756,334.839,1.77E-05
1411,278.978,85483.6,1.06746,334.835,1.77E-05
1412,278.972,85473.1,1.06735,334.831,1.77E-05
1413,278.965,85462.6,1.06724,334.827,1.77E-05
1414,278.959,85452.2,1.06714,334.823,1.77E-05
1415,278.952,85441.7,1.06703,334.819,1.77E-05
1416,278.946,85431.2,1.06693,334.815,1.77E-05
1417,278.939,85420.8,1.06682,334.811,1.77E-05
1418,278.933,85410.3,1.06672,334.807,1.77E-05
1419,278.926,85399.9,1.06661,334.803,1.77E-05
1420,278.92,85389.4,1.0665,334.8,1.77E-05
1421,278.913,85378.9,1.0664,334.796,1.77E-05
1422,278.907,85368.5,1.06629,334.792,1.77E-05
1423,278.9,85358,1.06619,334.788,1.77E-05
1424,278.894,85347.6,1.06608,334.784,1.77E-05
1425,278.887,85337.1,1.06597,334.78,1.77E-05
1426,278.881,85326.7,1.06587,334.776,1.77E-05
1427,278.874,85316.2,1.06576,334.772,1.77E-05
1428,278.868,85305.8,1.06566,334.768,1.77E-05
1429,278.861,85295.3,1.06555,334.764,1.77E-05
1430,278.855,85284.9,1.06545,334.761,1.77E-05
1431,278.849,85274.4,1.06534,334.757,1.77E-05
1432,278.842,85264,1.06524,334.753,1.77E-05
1433,278.835,85253.5,1.06513,334.749,1.77E-05
1434,278.829,85243.1,1.06502,334.745,1.77E-05
1435,278.822,85232.6,1.06492,334.741,1.77E-05
1436,278.816,85222.2,1.06481,334.737,1.77E-05
1437,278.809,85211.7,1.06471,334.733,1.77E-05
1438,278.803,85201.3,1.0646,334.729,1.77E-05
1439,278.796,85190.9,1.0645,334.725,1.76E-05
1440,278.79,85180.4,1.06439,334.722,1.76E-05
1441,278.784,85170,1.06428,334.718,1.76E-05
1442,278.777,85159.6,1.06418,334.714,0.000017649
1443,278.77,85149.1,1.06407,334.71,1.76E-05
1444,278.764,85138.7,1.06397,334.706,1.76E-05
1445,278.757,85128.3,1.06386,334.702,0.000017648
1446,278.751,85117.8,1.06376,334.698,1.76E-05
1447,278.744,85107.4,1.06365,334.694,1.76E-05
1448,278.738,85097,1.06355,334.69,0.000017647
1449,278.731,85086.5,1.06344,334.686,1.76E-05
1450,278.725,85076.1,1.06333,334.683,1.76E-05
1451,278.718,85065.7,1.06323,334.679,0.000017646
1452,278.712,85055.2,1.06312,334.675,1.76E-05
1453,278.705,85044.8,1.06302,334.671,1.76E-05
1454,278.699,85034.4,1.06291,334.667,0.000017645
1455,278.692,85024,1.06281,334.663,1.76E-05
1456,278.686,85013.6,1.0627,334.659,1.76E-05
1457,278.679,85003.1,1.0626,334.655,0.000017644
1458,278.673,84992.7,1.06249,334.651,1.76E-05
1459,278.666,84982.3,1.06238,334.647,1.76E-05
1460,278.66,84971.9,1.06228,334.643,0.000017643
1461,278.653,84961.5,1.06217,334.64,1.76E-05
1462,278.647,84951,1.06207,334.636,1.76E-05
1463,278.64,84940.6,1.06196,334.632,0.000017642
1464,278.634,84930.2,1.06186,334.628,1.76E-05
1465,278.627,84919.8,1.06175,334.624,1.76E-05
1466,278.621,84909.4,1.06165,334.62,0.000017641
1467,278.614,84899,1.06154,334.616,1.76E-05
1468,278.608,84888.6,1.06144,334.612,1.76E-05
1469,278.601,84878.2,1.06133,334.608,1.76E-05
1470,278.595,84867.8,1.06123,334.604,1.76E-05
1471,278.588,84857.3,1.06112,334.601,1.76E-05
1472,278.582,84846.9,1.06101,334.597,1.76E-05
1473,278.575,84836.5,1.06091,334.593,1.76E-05
1474,278.569,84826.1,1.0608,334.589,1.76E-05
1475,278.563,84815.7,1.0607,334.585,1.76E-05
1476,278.556,84805.3,1.06059,334.581,1.76E-05
1477,278.549,84794.9,1.06049,334.577,1.76E-05
1478,278.543,84784.5,1.06038,334.573,1.76E-05
1479,278.536,84774.1,1.06028,334.569,1.76E-05
1480,278.53,84763.7,1.06017,334.565,1.76E-05
1481,278.523,84753.3,1.06007,334.562,1.76E-05
1482,278.517,84742.9,1.05996,334.558,1.76E-05
1483,278.51,84732.5,1.05986,334.554,1.76E-05
1484,278.504,84722.2,1.05975,334.55,1.76E-05
1485,278.498,84711.8,1.05965,334.546,1.76E-05
1486,278.491,84701.4,1.05954,334.542,1.76E-05
1487,278.484,84691,1.05943,334.538,1.76E-05
1488,278.478,84680.6,1.05933,334.534,1.76E-05
1489,278.471,84670.2,1.05922,334.53,1.76E-05
1490,278.465,84659.8,1.05912,334.526,1.76E-05
1491,278.458,84649.4,1.05901,334.522,1.76E-05
1492,278.452,84639,1.05891,334.519,1.76E-05
1493,278.445,84628.7,1.0588,334.515,1.76E-05
1494,278.439,84618.3,1.0587,334.511,1.76E-05
1495,278.433,84607.9,1.05859,334.507,1.76E-05
1496,278.426,84597.5,1.05849,334.503,1.76E-05
1497,278.419,84587.1,1.05838,334.499,1.76E-05
1498,278.413,84576.8,1.05828,334.495,1.76E-05
1499,278.406,84566.4,1.05817,334.491,1.76E-05
1500,278.4,84556,1.05807,334.487,1.76E-05
1501,278.393,84545.6,1.05796,334.483,1.76E-05
1502,278.387,84535.3,1.05786,334.48,1.76E-05
1503,278.38,84524.9,1.05775,334.476,1.76E-05
1504,278.374,84514.5,1.05765,334.472,1.76E-05
1505,278.367,84504.1,1.05754,334.468,1.76E-05
1506,278.361,84493.8,1.05744,334.464,1.76E-05
1507,278.354,84483.4,1.05733,334.46,1.76E-05
1508,278.348,84473,1.05723,334.456,1.76E-05
1509,278.341,84462.7,1.05712,334.452,1.76E-05
1510,278.335,84452.3,1.05702,334.448,1.76E-05
1511,278.328,84441.9,1.05691,334.444,1.76E-05
1512,278.322,84431.6,1.05681,334.44,1.76E-05
1513,278.315,84421.2,1.0567,334.437,1.76E-05
1514,278.309,84410.8,1.0566,334.433,1.76E-05
1515,278.302,84400.5,1.05649,334.429,1.76E-05
1516,278.296,84390.1,1.05639,334.425,1.76E-05
1517,278.289,84379.8,1.05628,334.421,1.76E-05
1518,278.283,84369.4,1.05618,334.417,1.76E-05
1519,278.276,84359,1.05607,334.413,1.76E-05
1520,278.27,84348.7,1.05597,334.409,1.76E-05
1521,278.263,84338.3,1.05586,334.405,1.76E-05
1522,278.257,84328,1.05576,334.401,1.76E-05
1523,278.25,84317.6,1.05565,334.398,1.76E-05
1524,278.244,84307.3,1.05555,334.394,1.76E-05
1525,278.237,84296.9,1.05544,334.39,1.76E-05
1526,278.231,84286.6,1.05534,334.386,1.76E-05
1527,278.224,84276.2,1.05523,334.382,1.76E-05
1528,278.218,84265.9,1.05513,334.378,1.76E-05
1529,278.212,84255.5,1.05502,334.374,1.76E-05
1530,278.205,84245.2,1.05492,334.37,1.76E-05
1531,278.198,84234.8,1.05481,334.366,1.76E-05
1532,278.192,84224.5,1.05471,334.362,1.76E-05
1533,278.185,84214.2,1.0546,334.358,1.76E-05
1534,278.179,84203.8,1.0545,334.355,1.76E-05
1535,278.172,84193.5,1.05439,334.351,1.76E-05
1536,278.166,84183.1,1.05429,334.347,0.000017618
1537,278.159,84172.8,1.05418,334.343,1.76E-05
1538,278.153,84162.5,1.05408,334.339,1.76E-05
1539,278.147,84152.1,1.05397,334.335,0.000017617
1540,278.14,84141.8,1.05387,334.331,1.76E-05
1541,278.133,84131.5,1.05376,334.327,1.76E-05
1542,278.127,84121.1,1.05366,334.323,0.000017616
1543,278.12,84110.8,1.05355,334.319,1.76E-05
1544,278.114,84100.5,1.05345,334.315,1.76E-05
1545,278.107,84090.1,1.05334,334.312,0.000017615
1546,278.101,84079.8,1.05324,334.308,1.76E-05
1547,278.094,84069.5,1.05313,334.304,1.76E-05
1548,278.088,84059.1,1.05303,334.3,0.000017614
1549,278.082,84048.8,1.05293,334.296,1.76E-05
1550,278.075,84038.5,1.05282,334.292,1.76E-05
1551,278.068,84028.2,1.05272,334.288,0.000017613
1552,278.062,84017.8,1.05261,334.284,1.76E-05
1553,278.055,84007.5,1.05251,334.28,1.76E-05
1554,278.049,83997.2,1.0524,334.276,0.000017612
1555,278.042,83986.9,1.0523,334.273,1.76E-05
1556,278.036,83976.6,1.05219,334.269,1.76E-05
1557,278.029,83966.2,1.05209,334.265,0.000017611
1558,278.023,83955.9,1.05198,334.261,1.76E-05
1559,278.016,83945.6,1.05188,334.257,1.76E-05
1560,278.01,83935.3,1.05177,334.253,0.00001761
1561,278.003,83925,1.05167,334.249,1.76E-05
1562,277.997,83914.7,1.05156,334.245,1.76E-05
1563,277.99,83904.4,1.05146,334.241,0.000017609
1564,277.984,83894,1.05136,334.237,1.76E-05
1565,277.977,83883.7,1.05125,334.233,1.76E-05
1566,277.971,83873.4,1.05115,334.23,1.76E-05
1567,277.964,83863.1,1.05104,334.226,1.76E-05
